#Title: Milky Way Kinematics: Measurements at the Subcentral Point of the 
#       Fourth Quadrant  
#Authors: McClure-Griffiths N.M., Dickey J.M. 
#Table: Measured H I terminalvelocities as a function of Galactic longitude
#       from the SGPS.
#================================================================================
#Byte-by-byte Description of file: datafile1.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units Label  Explanations
#--------------------------------------------------------------------------------
#   1-  7 F7.3   deg   GLON   Galactic longitude 
#   9- 15 F7.2   km/s  VLSR   Measured H I terminal LSR velocity 
#  17- 23 F7.2   km/s  VMod   Modeled H I terminal LSR velocity (1)  
#--------------------------------------------------------------------------------
#Note (1): Predicted by the rotation curve defined in Equation 6.
#--------------------------------------------------------------------------------
293.828  -33.99  -31.32 
293.762  -33.42  -31.24 
293.695  -33.42  -31.16 
293.628  -33.40  -31.07 
293.562  -33.17  -30.99 
293.495  -33.36  -30.91 
293.428  -32.81  -30.82 
293.362  -34.10  -30.74 
293.295  -34.81  -30.66 
293.228  -33.13  -30.58 
293.162  -32.80  -30.49 
293.095  -33.11  -30.41 
293.028  -33.20  -30.33 
292.962  -33.31  -30.25 
292.895  -32.72  -30.17 
292.828  -32.89  -30.09 
292.762  -32.16  -30.01 
292.695  -32.31  -29.93 
292.628  -32.34  -29.85 
292.562  -32.41  -29.77 
292.495  -32.72  -29.69 
292.428  -32.34  -29.61 
292.362  -32.49  -29.53 
292.295  -32.40  -29.45 
292.228  -32.30  -29.37 
292.162  -32.15  -29.29 
292.095  -32.52  -29.21 
292.028  -32.09  -29.13 
291.962  -31.17  -29.06 
291.895  -31.10  -28.98 
291.828  -30.05  -28.90 
291.762  -30.90  -28.82 
291.695  -29.74  -28.75 
291.628  -30.10  -28.67 
291.562  -29.91  -28.59 
291.495  -30.68  -28.52 
291.428  -30.65  -28.44 
291.362  -30.33  -28.36 
291.295  -30.77  -28.29 
291.228  -29.18  -28.21 
291.162  -29.69  -28.14 
291.095  -28.89  -28.06 
291.028  -28.90  -27.99 
290.962  -29.88  -27.91 
290.895  -27.68  -27.84 
290.828  -28.12  -27.76 
290.762  -27.10  -27.69 
290.695  -23.18  -27.62 
290.628  -24.45  -27.54 
290.562  -24.30  -27.47 
290.495  -23.69  -27.40 
290.428  -25.20  -27.32 
290.362  -23.77  -27.25 
290.295  -15.69  -27.18 
290.228  -22.00  -27.11 
290.162  -22.04  -27.03 
290.095  -17.38  -26.96 
290.028  -24.83  -26.89 
289.962  -22.95  -26.82 
289.895  -26.65  -26.75 
289.828  -25.28  -26.68 
289.762  -24.47  -26.61 
289.695  -26.49  -26.54 
289.628  -27.24  -26.47 
289.562  -26.37  -26.40 
289.495  -25.63  -26.33 
289.428  -26.63  -26.26 
289.362  -27.36  -26.19 
289.295  -25.94  -26.12 
289.228  -24.38  -26.05 
289.162  -24.13  -25.98 
289.095  -24.50  -25.91 
289.028  -23.42  -25.85 
